temperature,humidity,pressure,gas,adc1_channel_0_ppm,adc1_channel_1_ppm,adc1_channel_2_ppm,adc1_channel_3_ppm,adc2_channel_0_ppm,adc2_channel_1_ppm,adc2_channel_2_ppm,adc2_channel_3_ppm
29.65539,44.82235,977.3306,18471,453.58525978484784,605.9418631265736,4.551223010605019,24.627023727779047,30.40521858548867,3.914030670634012,709.9935912108034,0.0
29.65539,44.82235,977.3306,18471,453.5701533531701,606.2378881513695,4.552741283283741,24.68793774319066,30.588143739986265,3.915541313801785,710.6033417257954,0.0
29.65539,44.82235,977.3306,18471,453.61547264820325,606.2378881513695,4.552893110551613,24.672709239337756,30.511924925612266,3.917051956969558,710.4509040970474,0.0
29.65539,44.82235,977.3306,18471,453.7514305333028,605.6458381017776,4.552285801480124,24.779308766308077,30.542412451361866,3.9094987411306934,708.4692149233234,0.0
29.65539,44.82235,977.3306,18471,453.70611123826967,606.0898756389715,4.551223010605019,24.69555199511711,30.42046234836347,3.9034561684596016,709.5362783245594,0.0
29.65539,44.82235,977.3306,18471,453.66079194323646,605.7938506141757,4.5510711833371476,24.69555199511711,30.38997482261387,3.921583886472877,708.9265278095675,0.0
29.65539,44.82235,977.3306,18471,453.55504692149236,606.8299382009614,4.551830319676508,24.74885175860227,30.37473105973907,3.918562600137331,709.3838406958114,0.0
29.65539,44.82235,977.3306,18471,453.69100480659193,606.9779507133592,4.55198214694438,24.680323491264208,30.435706111238268,3.9125200274662393,709.2314030670634,0.0
29.65539,44.82235,977.3306,18471,453.7514305333028,606.0898756389715,4.551830319676508,24.672709239337756,30.38997482261387,3.921583886472877,710.2984664682994,0.0
29.65539,44.82235,977.3306,18471,453.5248340581369,606.3859006637674,4.552437628747997,24.6498664835584,30.37473105973907,3.9094987411306934,709.3838406958114,0.0
29.65539,44.82235,977.3306,18471,453.7514305333028,605.4978255893798,4.551678492408636,24.573723964293887,30.542412451361866,3.9110093842984663,709.0789654383154,0.0
29.65539,44.82235,977.3306,18471,453.69100480659193,606.2378881513695,4.553044937819485,24.611795223926144,30.679606317235063,3.917051956969558,709.0789654383154,0.0
29.65539,44.82235,977.3306,18471,453.6758983749142,606.2378881513695,4.551830319676508,24.665094987411305,30.481437399862667,3.924605172808423,709.6887159533075,0.0
29.65539,44.82235,977.3306,18471,453.7514305333028,605.9418631265736,4.550767528801403,24.59656672007324,30.527168688487066,3.9064774547951475,709.8411535820554,0.0
29.65539,44.82235,977.3306,18471,453.72121766994735,605.4978255893798,4.552133974212253,24.726009002822916,30.252780956740672,3.914030670634012,710.2984664682994,0.0
29.65539,44.82235,977.3306,18471,453.7514305333028,606.0898756389715,4.551678492408636,24.604180971999693,30.466193636987867,3.9034561684596016,709.9935912108034,0.0
